year month day aet_gleam aet_era5land aet_mgb
1984 7 6 2.604 1.877 2.849
1984 7 7 2.033 1.975 2.855
1984 7 8 0.993 1.063 2.456
1984 7 9 1.691 1.959 2.856
1984 7 10 1.684 2.083 1.491
1984 7 11 1.550 2.116 1.491
1984 7 12 1.960 2.009 2.539
1984 7 13 1.063 1.460 2.859
1984 7 14 0.825 0.888 2.860
1984 7 15 1.036 0.869 2.861
1984 7 16 1.214 1.795 2.862
1984 7 17 1.321 2.080 1.659
1984 7 18 1.484 2.215 1.836
1984 7 19 2.112 2.271 1.556
1984 7 20 1.018 0.572 2.867
1984 7 21 1.623 1.718 2.868
1984 7 22 0.955 1.647 2.262
1984 7 23 0.979 1.436 2.870
1984 7 24 1.064 1.597 2.833
1984 7 25 1.078 1.899 1.506
1984 7 26 0.792 1.068 2.246
1984 7 27 1.173 1.626 1.523
1984 7 28 0.950 1.315 1.935
1984 7 29 1.207 1.726 1.497
1984 7 30 1.052 1.448 1.471
1984 7 31 1.595 1.960 1.449
1984 8 1 1.888 1.840 1.648
1984 8 2 0.911 1.407 2.866
1984 8 3 1.087 1.929 2.990
1984 8 4 1.311 2.365 2.590
1984 8 5 0.888 0.520 2.993
1984 8 6 1.392 0.678 3.019
1984 8 7 0.822 1.079 2.985
1984 8 8 0.958 1.187 2.969
1984 8 9 1.687 1.874 2.969
1984 8 10 1.806 2.236 2.965
1984 8 11 1.911 2.570 1.862
1984 8 12 1.311 1.655 2.624
1984 8 13 1.337 2.181 2.988
1984 8 14 0.722 1.327 1.826
1984 8 15 1.168 1.819 1.704
1984 8 16 1.297 1.899 1.779
1984 8 17 1.055 1.567 1.752
1984 8 18 1.181 1.625 2.131
1984 8 19 0.857 1.641 2.913
1984 8 20 0.982 1.338 2.908
1984 8 21 1.037 0.829 2.909
1984 8 22 1.231 1.454 2.912
1984 8 23 1.671 2.467 2.997
1984 8 24 1.615 1.879 2.434
1984 8 25 1.023 2.207 2.946
1984 8 26 1.608 2.393 2.822
1984 8 27 1.452 2.067 1.760
1984 8 28 1.042 1.733 1.896
1984 8 29 1.343 1.713 1.735
1984 8 30 1.378 1.473 2.285
1984 8 31 1.793 2.003 2.987
1984 9 1 1.886 2.341 2.213
1984 9 2 1.990 2.517 2.708
1984 9 3 1.899 2.603 1.591
1984 9 4 2.293 2.860 1.553
1984 9 5 0.863 1.421 2.820
1984 9 6 1.438 2.083 2.379
1984 9 7 2.436 2.656 1.775
1984 9 8 2.184 2.398 2.714
1984 9 9 2.347 2.949 1.364
1984 9 10 1.651 1.946 1.329
1984 9 11 2.258 2.723 1.269
1984 9 12 2.005 2.530 1.226
1984 9 13 1.960 2.513 2.536
1984 9 14 1.267 1.275 1.460
1984 9 15 2.297 2.974 2.507
1984 9 16 2.214 2.677 1.473
1984 9 17 2.072 2.537 1.738
1984 9 18 1.656 2.048 1.801
1984 9 19 1.422 1.452 2.657
1984 9 20 1.486 2.539 3.046
1984 9 21 2.766 3.671 2.069
1984 9 22 2.963 3.654 2.099
1984 9 23 2.572 3.309 2.612
1984 9 24 2.962 2.836 2.749
1984 9 25 1.524 0.767 3.102
1984 9 26 1.532 1.861 3.113
1984 9 27 1.256 2.324 3.115
1984 9 28 1.870 2.504 3.116
1984 9 29 2.541 2.895 1.950
1984 9 30 2.158 2.459 1.763
1984 10 1 3.157 3.828 1.893
1984 10 2 3.042 3.907 1.910
1984 10 3 3.030 3.671 2.288
1984 10 4 2.725 2.433 3.372
1984 10 5 3.069 3.023 3.356
1984 10 6 1.637 1.568 3.396
1984 10 7 1.512 1.894 3.429
1984 10 8 2.725 2.265 3.430
1984 10 9 2.022 2.321 3.432
1984 10 10 3.671 4.438 2.101
1984 10 11 3.099 3.768 1.925
1984 10 12 3.536 4.400 1.927
1984 10 13 3.700 4.725 1.928
1984 10 14 2.925 3.541 1.929
1984 10 15 1.993 2.918 1.996
1984 10 16 2.817 3.293 2.020
1984 10 17 3.759 3.658 2.836
1984 10 18 2.025 2.772 3.321
1984 10 19 3.545 4.275 3.425
1984 10 20 3.922 4.830 1.887
1984 10 21 3.600 4.807 2.003
1984 10 22 3.898 4.966 1.821
1984 10 23 2.187 2.714 2.057
1984 10 24 1.146 1.879 3.010
1984 10 25 2.129 2.831 2.484
1984 10 26 3.787 4.645 1.861
1984 10 27 3.911 4.764 1.549
1984 10 28 3.890 4.767 1.482
1984 10 29 4.504 4.955 1.420
1984 10 30 3.028 2.957 2.744
1984 10 31 2.858 3.754 2.852
1984 11 1 2.322 2.378 2.006
1984 11 2 1.614 1.918 3.174
1984 11 3 1.945 2.206 3.297
1984 11 4 1.633 1.780 3.556
1984 11 5 1.275 1.248 3.507
1984 11 6 1.840 1.802 3.613
1984 11 7 1.271 1.046 3.854
1984 11 8 2.959 3.249 3.855
1984 11 9 3.229 3.900 3.856
1984 11 10 4.555 5.531 2.283
1984 11 11 1.509 1.690 3.593
1984 11 12 1.440 1.891 3.859
1984 11 13 1.656 2.654 2.536
1984 11 14 2.128 3.474 2.600
1984 11 15 2.056 3.080 2.213
1984 11 16 2.357 2.568 2.857
1984 11 17 1.785 2.720 2.796
1984 11 18 1.770 2.610 3.291
1984 11 19 1.962 2.329 2.557
1984 11 20 1.666 2.030 3.679
1984 11 21 3.821 4.376 3.720
1984 11 22 3.676 4.302 3.809
1984 11 23 4.863 5.493 3.770
1984 11 24 4.349 4.424 2.450
1984 11 25 2.518 2.709 3.735
1984 11 26 4.223 4.954 3.846
1984 11 27 3.267 4.270 2.308
1984 11 28 3.311 3.904 2.419
1984 11 29 3.784 4.198 3.143
1984 11 30 3.802 4.433 2.445
1984 12 1 2.523 2.625 3.884
1984 12 2 3.947 4.978 3.860
1984 12 3 2.272 3.812 2.467
1984 12 4 4.866 5.536 2.211
1984 12 5 4.467 5.106 2.101
1984 12 6 4.147 3.896 3.714
1984 12 7 2.244 2.598 4.120
1984 12 8 2.973 3.547 4.121
1984 12 9 2.004 2.714 4.121
1984 12 10 3.718 4.635 3.944
1984 12 11 3.735 4.207 2.553
1984 12 12 2.302 2.433 4.122
1984 12 13 2.212 2.757 4.122
1984 12 14 4.370 5.178 2.657
1984 12 15 4.411 5.419 2.405
1984 12 16 4.515 5.920 3.496
1984 12 17 1.769 2.284 4.097
1984 12 18 4.014 5.352 4.070
1984 12 19 4.048 5.068 3.893
1984 12 20 3.217 4.433 2.443
1984 12 21 3.697 4.564 2.981
1984 12 22 2.961 4.330 2.242
1984 12 23 2.877 3.887 2.270
1984 12 24 2.618 2.261 3.686
1984 12 25 3.885 3.816 3.754
1984 12 26 3.223 3.827 4.001
1984 12 27 2.857 3.463 4.019
1984 12 28 2.138 3.005 2.829
1984 12 29 2.717 3.538 2.350
1984 12 30 3.114 3.267 3.327
1984 12 31 4.029 4.679 3.764
1985 1 1 5.114 4.669 3.873
1985 1 2 4.247 4.518 3.995
1985 1 3 3.815 4.822 4.018
1985 1 4 4.906 5.621 2.266
1985 1 5 3.426 4.043 3.640
1985 1 6 4.134 5.154 3.188
1985 1 7 2.684 3.572 3.740
1985 1 8 5.209 5.624 3.659
1985 1 9 4.368 5.126 2.130
1985 1 10 4.702 5.534 1.940
1985 1 11 4.859 5.766 1.827
1985 1 12 5.598 5.472 1.734
1985 1 13 4.508 4.699 3.382
1985 1 14 4.091 4.679 2.259
1985 1 15 3.893 3.541 2.990
1985 1 16 3.935 4.470 3.302
1985 1 17 3.882 4.243 3.741
1985 1 18 4.193 4.749 2.428
1985 1 19 3.281 3.835 2.146
1985 1 20 5.103 5.294 2.037
1985 1 21 4.664 5.004 1.992
1985 1 22 4.405 4.403 2.092
1985 1 23 4.026 3.927 3.329
1985 1 24 3.242 3.299 1.866
1985 1 25 4.465 4.322 1.547
1985 1 26 4.658 4.457 1.438
1985 1 27 4.301 3.999 2.947
1985 1 28 3.869 3.137 2.825
1985 1 29 4.608 4.244 3.034
1985 1 30 3.503 3.966 3.158
1985 1 31 5.017 4.817 3.114
1985 2 1 5.450 5.132 3.082
1985 2 2 5.010 4.729 3.292
1985 2 3 4.429 4.344 3.623
1985 2 4 2.847 3.544 3.798
1985 2 5 4.103 5.285 3.811
1985 2 6 3.758 4.893 2.092
1985 2 7 4.180 5.134 2.086
1985 2 8 2.945 3.588 3.483
1985 2 9 4.300 4.708 3.756
1985 2 10 5.189 4.928 3.687
1985 2 11 3.171 3.398 3.614
1985 2 12 2.569 2.783 3.797
1985 2 13 2.087 2.120 3.801
1985 2 14 1.285 0.882 3.800
1985 2 15 2.633 2.956 3.798
1985 2 16 4.266 4.469 3.797
1985 2 17 4.695 4.376 3.795
1985 2 18 4.090 4.073 3.794
1985 2 19 4.349 4.340 3.792
1985 2 20 3.830 4.250 3.790
1985 2 21 3.427 3.782 3.789
1985 2 22 3.364 3.643 3.787
1985 2 23 3.627 4.403 3.087
1985 2 24 4.296 5.014 2.067
1985 2 25 3.280 4.285 2.065
1985 2 26 4.763 5.272 2.311
1985 2 27 2.748 2.863 3.777
1985 2 28 3.047 3.679 3.213
1985 3 1 4.155 4.651 2.010
1985 3 2 4.193 4.264 3.271
1985 3 3 3.711 3.822 3.498
1985 3 4 2.555 3.093 3.544
1985 3 5 2.376 2.305 3.426
1985 3 6 2.466 2.831 3.532
1985 3 7 3.893 4.266 3.527
1985 3 8 3.473 3.915 2.977
1985 3 9 3.839 3.771 3.189
1985 3 10 3.314 3.941 3.491
1985 3 11 2.480 3.649 3.658
1985 3 12 2.945 3.801 1.940
1985 3 13 3.012 3.936 2.174
1985 3 14 3.792 3.971 1.950
1985 3 15 3.224 3.420 3.641
1985 3 16 1.795 2.098 3.624
1985 3 17 2.602 3.308 3.615
1985 3 18 2.815 3.645 2.541
1985 3 19 1.791 2.547 3.109
1985 3 20 2.663 3.640 2.575
1985 3 21 2.472 2.954 3.488
1985 3 22 2.584 3.043 3.331
1985 3 23 3.147 3.238 3.386
1985 3 24 3.596 3.338 3.430
1985 3 25 2.266 2.658 3.508
1985 3 26 1.463 2.000 3.624
1985 3 27 2.607 2.696 2.721
1985 3 28 2.703 3.264 3.619
1985 3 29 3.211 3.749 1.915
1985 3 30 1.595 2.225 3.473
1985 3 31 2.091 3.001 1.934
1985 4 1 3.127 3.582 1.669
1985 4 2 3.326 3.423 3.002
1985 4 3 3.389 3.236 3.325
1985 4 4 1.951 2.397 3.334
1985 4 5 1.357 2.107 3.334
1985 4 6 1.312 1.056 3.401
1985 4 7 2.729 2.784 3.399
1985 4 8 1.875 2.378 2.025
1985 4 9 2.695 3.297 2.755
1985 4 10 2.952 3.068 2.244
1985 4 11 2.073 2.394 3.376
1985 4 12 1.736 2.169 3.144
1985 4 13 1.504 1.832 1.936
1985 4 14 1.211 1.418 1.671
1985 4 15 1.742 1.447 2.267
1985 4 16 1.642 1.443 3.242
1985 4 17 2.201 2.302 2.423
1985 4 18 1.833 1.929 3.373
1985 4 19 2.037 2.560 1.663
1985 4 20 2.229 2.752 1.660
1985 4 21 1.691 2.234 1.657
1985 4 22 2.211 2.658 1.645
1985 4 23 1.865 2.405 1.599
1985 4 24 1.214 1.743 1.658
1985 4 25 1.798 2.104 3.089
1985 4 26 2.061 2.287 3.216
1985 4 27 2.065 2.857 3.305
1985 4 28 1.708 2.070 1.656
1985 4 29 1.551 1.524 2.846
1985 4 30 1.551 2.085 3.220
1985 5 1 1.756 2.848 1.491
1985 5 2 1.579 2.750 1.486
1985 5 3 1.599 2.826 1.373
1985 5 4 1.702 2.851 1.320
1985 5 5 1.812 2.630 1.270
1985 5 6 1.835 2.476 1.266
1985 5 7 1.172 0.982 2.159
1985 5 8 1.376 0.238 2.751
1985 5 9 2.087 1.735 2.771
1985 5 10 1.942 3.114 3.115
1985 5 11 1.592 2.530 1.554
1985 5 12 1.612 2.504 1.510
1985 5 13 1.173 2.138 1.683
1985 5 14 1.585 2.475 1.487
1985 5 15 1.655 2.339 1.459
1985 5 16 1.579 2.118 1.427
1985 5 17 1.879 2.340 1.384
1985 5 18 1.874 2.393 1.329
1985 5 19 1.900 1.519 1.292
1985 5 20 1.303 1.038 2.837
1985 5 21 1.340 1.761 1.962
1985 5 22 1.721 2.976 1.348
1985 5 23 1.123 0.989 1.254
1985 5 24 1.512 1.713 2.789
1985 5 25 1.240 1.485 1.559
1985 5 26 1.650 2.147 1.119
1985 5 27 1.178 1.192 1.096
1985 5 28 2.177 1.955 1.090
1985 5 29 1.375 1.265 2.628
1985 5 30 0.743 1.240 1.812
1985 5 31 0.959 1.062 1.145
1985 6 1 1.840 1.740 1.259
1985 6 2 1.182 0.899 2.391
1985 6 3 1.236 2.102 1.601
1985 6 4 0.802 1.468 1.065
1985 6 5 0.835 1.584 1.031
1985 6 6 1.498 1.805 0.999
1985 6 7 1.096 1.164 0.998
1985 6 8 1.501 1.589 2.051
1985 6 9 1.735 2.113 2.405
1985 6 10 1.383 1.151 2.134
1985 6 11 1.231 1.519 1.079
1985 6 12 0.979 1.622 1.029
1985 6 13 0.996 1.516 0.997
1985 6 14 1.408 1.545 0.966
1985 6 15 1.497 1.566 2.039
1985 6 16 1.649 1.279 2.049
1985 6 17 2.268 2.338 2.369
1985 6 18 1.190 1.438 2.244
1985 6 19 1.034 1.404 1.130
1985 6 20 1.061 1.274 1.049
1985 6 21 1.458 1.746 0.988
1985 6 22 1.375 1.532 0.972
1985 6 23 1.425 1.751 0.929
1985 6 24 1.428 1.603 0.902
1985 6 25 1.461 1.616 0.890
1985 6 26 1.470 1.756 0.851
1985 6 27 1.380 1.862 0.827
1985 6 28 1.324 1.922 0.804
1985 6 29 1.303 1.729 1.234
1985 6 30 1.114 1.448 0.776
1985 7 1 1.338 1.779 2.152
1985 7 2 1.254 1.285 2.334
1985 7 3 0.985 1.923 2.544
1985 7 4 1.258 1.494 1.339
1985 7 5 1.870 1.882 1.559
1985 7 6 1.367 0.985 2.468
1985 7 7 2.133 2.558 2.850
1985 7 8 1.377 1.702 2.111
1985 7 9 1.113 2.004 1.503
1985 7 10 1.253 1.267 2.856
1985 7 11 1.158 1.420 1.692
1985 7 12 0.802 1.058 1.739
1985 7 13 0.725 0.904 1.563
1985 7 14 1.327 1.609 1.540
1985 7 15 1.502 2.022 1.442
1985 7 16 1.080 1.889 1.388
1985 7 17 0.728 0.944 1.334
1985 7 18 0.800 0.989 1.433
1985 7 19 1.066 1.294 1.313
1985 7 20 1.252 1.698 1.195
1985 7 21 1.223 1.540 1.154
1985 7 22 0.949 1.302 1.220
1985 7 23 1.003 1.331 1.082
1985 7 24 1.061 1.335 1.125
1985 7 25 1.416 1.625 1.991
1985 7 26 1.317 1.356 1.470
1985 7 27 1.273 1.459 0.967
1985 7 28 1.456 1.624 1.887
1985 7 29 2.228 2.082 2.296
1985 7 30 1.973 2.143 2.226
1985 7 31 1.508 1.850 1.096
1985 8 1 1.439 1.639 2.445
1985 8 2 1.209 1.792 1.353
1985 8 3 1.232 1.755 1.121
1985 8 4 1.350 1.607 1.070
1985 8 5 1.914 2.850 1.683
1985 8 6 1.985 2.633 1.005
1985 8 7 1.939 2.558 0.973
1985 8 8 1.683 1.649 1.323
1985 8 9 2.016 2.350 2.228
1985 8 10 1.235 1.205 2.265
1985 8 11 1.449 2.101 2.324
1985 8 12 1.717 2.478 2.495
1985 8 13 2.167 2.803 2.887
1985 8 14 1.393 1.801 1.599
1985 8 15 1.881 2.388 1.559
1985 8 16 2.137 2.827 1.497
1985 8 17 1.092 0.902 2.739
1985 8 18 1.129 1.138 2.687
1985 8 19 1.600 1.671 2.707
1985 8 20 2.104 2.619 2.958
1985 8 21 1.749 2.356 1.761
1985 8 22 1.686 2.199 1.720
1985 8 23 1.392 2.030 1.684
1985 8 24 1.666 2.470 1.634
1985 8 25 1.729 2.577 1.565
1985 8 26 1.041 1.090 1.557
1985 8 27 1.589 2.271 1.740
1985 8 28 2.231 2.745 2.600
1985 8 29 1.555 2.106 1.336
1985 8 30 1.172 0.906 2.594
1985 8 31 1.421 0.650 2.568
1985 9 1 1.125 1.721 3.055
1985 9 2 1.851 1.991 1.873
1985 9 3 1.266 1.339 3.068
1985 9 4 1.500 1.768 3.070
1985 9 5 2.082 2.573 2.316
1985 9 6 2.422 3.062 1.703
1985 9 7 1.249 1.615 2.001
1985 9 8 2.101 2.388 1.751
1985 9 9 1.928 1.958 2.033
1985 9 10 1.611 2.139 1.761
1985 9 11 1.254 1.670 2.003
1985 9 12 2.039 2.114 1.576
1985 9 13 2.870 3.145 2.742
1985 9 14 1.924 1.987 2.744
1985 9 15 2.122 2.653 2.701
1985 9 16 3.178 3.300 2.750
1985 9 17 2.576 2.894 2.831
1985 9 18 1.448 2.019 2.667
1985 9 19 2.046 1.861 2.542
1985 9 20 2.637 2.852 2.771
1985 9 21 2.042 2.804 2.022
1985 9 22 2.551 3.074 1.821
1985 9 23 1.155 2.106 2.043
1985 9 24 2.759 3.403 1.721
1985 9 25 2.613 3.638 1.852
1985 9 26 2.755 3.460 1.606
1985 9 27 2.683 3.059 1.539
1985 9 28 1.714 2.177 2.065
1985 9 29 1.707 2.059 2.796
1985 9 30 2.175 2.450 3.034
1985 10 1 2.204 2.834 3.393
1985 10 2 2.398 3.047 3.403
1985 10 3 3.200 3.955 1.983
1985 10 4 3.194 4.061 1.826
1985 10 5 2.451 3.103 1.859
1985 10 6 3.200 3.551 2.399
1985 10 7 2.255 3.157 3.136
1985 10 8 2.763 3.476 2.875
1985 10 9 2.632 3.174 1.711
1985 10 10 3.267 3.832 3.150
1985 10 11 3.054 3.719 1.619
1985 10 12 3.489 4.077 1.549
1985 10 13 4.088 4.586 1.484
1985 10 14 5.127 4.807 2.944
1985 10 15 4.497 4.608 2.944
1985 10 16 3.145 3.191 3.210
1985 10 17 1.496 1.702 3.303
1985 10 18 2.016 2.380 2.052
1985 10 19 3.423 3.369 2.277
1985 10 20 2.034 2.281 3.441
1985 10 21 4.847 5.819 3.449
1985 10 22 2.237 3.548 2.518
1985 10 23 2.956 3.900 2.479
1985 10 24 3.097 3.799 3.262
1985 10 25 3.219 4.318 3.455
1985 10 26 2.474 3.563 2.464
1985 10 27 2.049 2.687 2.435
1985 10 28 2.023 2.249 3.437
1985 10 29 2.087 2.725 3.425
1985 10 30 3.040 3.591 3.445
1985 10 31 4.648 4.343 3.420
1985 11 1 2.528 2.954 3.776
1985 11 2 1.271 2.187 3.847
1985 11 3 1.249 1.629 3.848
1985 11 4 1.545 1.645 3.849
1985 11 5 3.084 3.522 3.850
1985 11 6 4.054 5.188 3.603
1985 11 7 4.232 5.077 2.204
1985 11 8 4.574 5.721 2.205
1985 11 9 4.116 4.559 2.206
1985 11 10 4.628 5.104 2.205
1985 11 11 4.565 5.179 2.167
1985 11 12 4.712 5.287 2.121
1985 11 13 4.962 5.456 2.079
1985 11 14 4.771 5.555 2.038
1985 11 15 4.890 5.469 1.997
1985 11 16 4.906 5.429 1.955
1985 11 17 4.529 4.587 2.546
1985 11 18 2.391 2.838 3.431
1985 11 19 2.058 2.324 3.488
1985 11 20 2.840 2.543 3.420
1985 11 21 5.180 4.824 3.372
1985 11 22 4.127 3.575 3.486
1985 11 23 4.217 5.421 3.768
1985 11 24 3.989 4.829 2.398
1985 11 25 4.034 4.614 2.397
1985 11 26 5.273 5.643 3.592
1985 11 27 2.760 3.383 2.635
1985 11 28 2.867 3.426 2.102
1985 11 29 2.482 3.248 2.092
1985 11 30 3.276 4.482 2.064
1985 12 1 2.907 4.236 1.931
1985 12 2 2.796 3.706 1.933
1985 12 3 3.211 3.608 2.110
1985 12 4 3.548 4.396 2.848
1985 12 5 4.739 5.256 2.671
1985 12 6 4.265 4.609 1.544
1985 12 7 4.159 4.660 3.211
1985 12 8 4.699 5.041 1.450
1985 12 9 5.335 5.154 1.373
1985 12 10 4.867 4.534 2.770
1985 12 11 4.273 4.304 3.037
1985 12 12 3.223 3.446 3.195
1985 12 13 2.235 2.832 2.866
1985 12 14 2.555 3.422 2.247
1985 12 15 4.171 5.212 3.062
1985 12 16 5.522 6.643 1.894
1985 12 17 4.117 5.328 1.312
1985 12 18 4.798 5.679 1.234
1985 12 19 4.532 5.088 1.159
1985 12 20 2.315 2.710 1.448
1985 12 21 2.999 4.054 2.786
1985 12 22 3.973 4.992 1.707
1985 12 23 2.972 3.846 1.577
1985 12 24 3.121 4.249 1.499
1985 12 25 2.870 3.296 2.155
1985 12 26 3.914 4.561 2.776
1985 12 27 4.833 5.213 2.901
1985 12 28 3.615 4.983 2.976
1985 12 29 3.748 4.639 1.614
1985 12 30 4.612 4.741 1.508
1985 12 31 3.813 3.876 2.879
1986 1 1 4.252 5.200 3.241
1986 1 2 4.787 5.366 3.348
1986 1 3 4.831 5.483 1.920
1986 1 4 2.426 3.566 2.839
1986 1 5 4.972 5.979 2.255
1986 1 6 4.422 5.441 1.494
1986 1 7 4.649 5.269 1.408
1986 1 8 4.292 5.136 1.462
1986 1 9 4.216 4.937 2.320
1986 1 10 3.608 4.061 2.939
1986 1 11 3.606 4.117 3.066
1986 1 12 5.294 5.466 3.191
1986 1 13 3.863 3.991 3.207
1986 1 14 3.110 3.558 3.489
1986 1 15 4.560 5.069 3.647
1986 1 16 5.516 5.692 2.087
1986 1 17 4.626 4.153 2.711
1986 1 18 4.568 4.221 3.396
1986 1 19 2.282 2.861 3.888
1986 1 20 2.772 3.283 4.012
1986 1 21 2.619 2.916 4.015
1986 1 22 2.293 2.753 3.424
1986 1 23 4.150 4.246 4.011
1986 1 24 4.096 4.850 4.012
1986 1 25 4.790 5.195 2.457
1986 1 26 4.412 4.824 3.940
1986 1 27 4.751 5.164 3.821
1986 1 28 4.655 4.900 2.449
1986 1 29 4.818 5.030 3.691
1986 1 30 4.979 4.981 3.799
1986 1 31 4.611 4.726 3.780
1986 2 1 3.997 4.933 3.787
1986 2 2 4.350 4.793 3.816
1986 2 3 3.574 4.527 2.434
1986 2 4 3.941 4.688 2.319
1986 2 5 6.137 5.727 3.015
1986 2 6 5.417 5.734 3.809
1986 2 7 4.514 4.803 3.809
1986 2 8 4.899 4.687 3.806
1986 2 9 4.001 4.337 3.806
1986 2 10 3.237 3.907 3.805
1986 2 11 3.414 3.991 3.804
1986 2 12 2.826 3.538 3.803
1986 2 13 3.486 3.452 2.746
1986 2 14 4.779 4.651 3.800
1986 2 15 4.407 4.544 3.798
1986 2 16 3.703 4.277 3.797
1986 2 17 3.591 4.738 3.795
1986 2 18 3.427 4.443 3.167
1986 2 19 2.766 3.687 3.753
1986 2 20 3.780 4.853 2.788
1986 2 21 3.690 4.412 2.239
1986 2 22 3.119 3.503 3.655
1986 2 23 2.845 3.014 3.629
1986 2 24 3.438 4.182 3.646
1986 2 25 4.053 4.664 3.777
1986 2 26 4.565 4.633 3.780
1986 2 27 4.123 4.289 3.778
1986 2 28 3.753 4.415 3.776
1986 3 1 3.874 5.449 3.370
1986 3 2 2.664 3.621 2.205
1986 3 3 4.040 4.790 1.973
1986 3 4 3.835 4.437 1.957
1986 3 5 1.599 1.923 2.580
1986 3 6 3.795 4.888 3.420
1986 3 7 2.836 3.875 1.933
1986 3 8 2.583 3.316 1.912
1986 3 9 3.252 3.877 1.873
1986 3 10 2.700 3.352 1.869
1986 3 11 2.705 2.928 3.353
1986 3 12 2.907 3.001 3.308
1986 3 13 3.146 3.788 3.306
1986 3 14 3.639 3.388 1.762
1986 3 15 2.779 2.709 3.310
1986 3 16 1.807 2.257 3.469
1986 3 17 3.828 4.002 3.470
1986 3 18 3.088 3.586 3.452
1986 3 19 3.383 4.215 3.416
1986 3 20 2.967 3.710 1.738
1986 3 21 2.707 3.511 1.659
1986 3 22 2.459 3.419 1.599
1986 3 23 3.240 3.696 1.515
1986 3 24 2.966 3.547 3.179
1986 3 25 3.387 3.462 2.672
1986 3 26 3.496 4.537 2.953
1986 3 27 2.986 3.773 1.351
1986 3 28 2.939 3.158 1.327
1986 3 29 1.883 2.414 1.562
1986 3 30 1.954 2.585 2.394
1986 3 31 2.800 3.545 1.188
1986 4 1 2.492 2.634 1.014
1986 4 2 1.964 1.784 2.033
1986 4 3 2.473 2.452 2.668
1986 4 4 2.909 2.916 2.675
1986 4 5 2.938 2.674 3.057
1986 4 6 1.243 1.482 3.144
1986 4 7 2.444 3.022 3.388
1986 4 8 2.194 2.637 1.716
1986 4 9 2.378 2.111 2.913
1986 4 10 2.909 3.064 2.866
1986 4 11 2.981 2.972 3.297
1986 4 12 2.929 3.474 2.994
1986 4 13 2.907 3.333 3.283
1986 4 14 1.879 1.898 3.287
1986 4 15 2.413 3.120 3.297
1986 4 16 2.143 2.734 2.167
1986 4 17 1.577 1.814 2.420
1986 4 18 1.480 1.994 3.373
1986 4 19 1.705 2.145 3.092
1986 4 20 1.683 1.778 2.116
1986 4 21 1.013 1.407 2.964
1986 4 22 2.386 2.778 1.809
1986 4 23 2.501 2.833 2.132
1986 4 24 1.949 2.310 1.713
1986 4 25 2.034 2.602 1.671
1986 4 26 1.383 1.139 2.907
1986 4 27 2.317 2.743 3.092
1986 4 28 1.253 1.689 3.010
1986 4 29 1.828 2.413 1.482
1986 4 30 2.050 2.623 1.353
1986 5 1 2.375 2.941 1.783
1986 5 2 1.951 3.003 1.176
1986 5 3 1.965 2.875 1.136
1986 5 4 1.581 2.024 1.099
1986 5 5 1.735 2.267 1.064
1986 5 6 1.520 1.895 1.848
1986 5 7 0.943 1.303 1.847
1986 5 8 1.063 1.558 1.153
1986 5 9 1.402 1.771 1.620
1986 5 10 2.081 1.814 2.536
1986 5 11 1.073 0.922 1.935
1986 5 12 1.298 1.181 2.579
1986 5 13 1.619 1.981 2.623
1986 5 14 1.505 2.493 1.074
1986 5 15 1.482 2.225 1.039
1986 5 16 1.630 1.929 1.006
1986 5 17 1.725 1.169 1.331
1986 5 18 1.669 2.379 2.559
1986 5 19 2.172 2.210 2.845
1986 5 20 1.543 2.138 2.108
1986 5 21 1.928 2.493 2.729
1986 5 22 1.554 2.158 1.267
1986 5 23 0.928 1.302 1.233
1986 5 24 1.677 1.152 1.248
1986 5 25 1.358 1.479 2.741
1986 5 26 1.643 2.311 1.173
1986 5 27 0.879 1.123 1.179
1986 5 28 1.906 1.552 1.292
1986 5 29 2.228 1.889 2.469
1986 5 30 1.959 1.705 2.617
1986 5 31 2.186 3.159 3.086
1986 6 1 1.651 2.109 2.519
1986 6 2 1.332 1.784 1.455
1986 6 3 1.070 1.546 2.908
1986 6 4 1.154 1.618 1.496
1986 6 5 1.210 1.478 1.438
1986 6 6 1.153 1.171 2.537
1986 6 7 1.383 2.129 2.865
1986 6 8 0.766 0.888 1.492
1986 6 9 1.665 1.704 1.708
1986 6 10 1.679 1.859 2.423
1986 6 11 1.497 1.963 1.340
1986 6 12 0.552 0.659 1.527
1986 6 13 0.947 1.236 1.745
1986 6 14 2.231 1.681 1.331
1986 6 15 1.465 1.187 2.671
1986 6 16 1.495 1.941 2.798
1986 6 17 1.465 1.954 1.300
1986 6 18 1.520 1.890 1.252
1986 6 19 1.493 2.044 1.207
1986 6 20 1.276 1.852 1.166
1986 6 21 1.074 1.526 1.201
1986 6 22 1.269 1.682 1.090
1986 6 23 1.217 1.556 1.055
1986 6 24 1.683 1.235 1.023
1986 6 25 2.569 2.211 2.471
1986 6 26 1.282 1.446 2.160
1986 6 27 1.338 1.814 1.204
1986 6 28 1.162 1.677 1.162
1986 6 29 1.567 1.367 1.752
1986 6 30 0.941 0.392 2.548
1986 7 1 1.151 1.628 2.349
1986 7 2 0.813 1.294 2.230
1986 7 3 1.133 1.349 1.052
1986 7 4 1.099 1.524 1.752
1986 7 5 1.025 1.524 0.980
1986 7 6 0.635 0.940 1.764
1986 7 7 1.182 1.440 1.907
1986 7 8 0.863 1.143 1.262
1986 7 9 1.143 1.211 1.995
1986 7 10 1.294 1.130 1.622
