year month day p_brdwgd p_chirps p_cpc p_era5land p_mswep
1992 9 7 0.079 0.000 0.208 0.541 0.034
1992 9 8 0.000 0.000 0.024 0.730 0.080
1992 9 9 0.596 0.000 0.641 3.970 0.969
1992 9 10 3.534 0.000 5.755 7.474 3.152
1992 9 11 2.014 0.000 2.716 7.975 3.310
1992 9 12 5.282 12.453 5.268 6.127 11.823
1992 9 13 13.488 0.000 12.644 0.923 0.598
1992 9 14 0.323 0.802 0.478 1.919 0.498
1992 9 15 1.653 13.336 1.602 15.848 1.204
1992 9 16 1.023 0.000 1.211 1.590 0.332
1992 9 17 0.652 0.000 0.959 0.378 0.052
1992 9 18 0.484 11.409 0.548 7.356 6.508
1992 9 19 6.304 0.000 5.647 1.382 1.082
1992 9 20 0.000 0.000 0.148 0.223 0.004
1992 9 21 0.555 0.000 0.382 0.160 0.193
1992 9 22 0.218 0.000 0.351 0.177 1.308
1992 9 23 5.963 30.845 5.147 7.227 39.166
1992 9 24 31.316 10.468 31.754 8.131 8.983
1992 9 25 24.896 25.330 25.407 18.094 19.801
1992 9 26 1.083 0.000 0.860 0.210 0.584
1992 9 27 1.024 0.000 0.792 0.861 2.179
1992 9 28 0.155 4.150 0.071 0.038 0.008
1992 9 29 0.000 0.000 0.000 0.003 0.000
1992 9 30 0.000 0.000 0.086 0.017 0.000
1992 10 1 0.000 1.389 0.063 0.136 0.200
1992 10 2 1.009 1.726 0.969 8.522 3.876
1992 10 3 5.221 0.000 4.428 1.974 0.369
1992 10 4 0.003 0.000 0.068 0.030 0.000
1992 10 5 0.000 0.000 0.149 0.141 0.000
1992 10 6 0.000 0.000 0.097 6.257 2.358
1992 10 7 5.738 0.000 3.313 2.923 0.768
1992 10 8 0.000 0.000 0.636 4.415 0.612
1992 10 9 1.529 0.000 1.307 7.631 1.275
1992 10 10 0.905 0.000 0.843 1.139 0.058
1992 10 11 0.024 0.820 0.028 2.407 0.287
1992 10 12 0.523 6.336 0.386 8.203 0.522
1992 10 13 0.000 0.000 0.000 0.050 0.000
1992 10 14 0.000 0.000 0.000 0.002 0.000
1992 10 15 0.000 0.000 0.000 0.069 0.000
1992 10 16 0.181 8.636 0.146 3.055 1.089
1992 10 17 0.924 0.000 0.978 17.159 3.900
1992 10 18 5.209 0.000 6.196 6.381 5.964
1992 10 19 3.690 0.000 3.747 0.642 0.745
1992 10 20 0.831 13.674 1.106 13.519 2.647
1992 10 21 3.768 0.000 4.737 1.206 0.356
1992 10 22 0.493 0.000 0.340 0.015 0.031
1992 10 23 0.000 0.000 0.000 0.009 0.000
1992 10 24 0.000 0.000 0.017 0.032 0.000
1992 10 25 0.000 0.061 0.011 0.102 0.000
1992 10 26 0.000 9.221 0.103 3.738 0.981
1992 10 27 5.179 0.000 4.746 12.215 3.509
1992 10 28 0.916 11.279 0.895 16.136 2.460
1992 10 29 4.153 0.000 4.525 8.050 1.371
1992 10 30 0.076 0.000 0.123 2.469 0.086
1992 10 31 0.145 0.000 0.499 7.268 0.899
1992 11 1 3.529 0.849 4.290 10.590 6.451
1992 11 2 12.096 15.174 10.383 2.214 15.713
1992 11 3 16.406 5.881 14.573 21.512 23.505
1992 11 4 16.271 0.000 16.032 0.938 0.514
1992 11 5 0.000 0.000 0.277 0.220 0.000
1992 11 6 0.000 0.000 0.081 0.549 0.212
1992 11 7 0.252 0.000 0.206 0.327 0.047
1992 11 8 0.067 0.000 0.020 0.313 0.073
1992 11 9 0.121 0.000 0.037 0.296 0.008
1992 11 10 0.000 0.000 0.000 0.019 0.000
1992 11 11 0.000 8.398 0.120 10.104 0.653
1992 11 12 0.972 0.286 0.726 24.586 5.711
1992 11 13 3.203 2.816 2.794 3.050 0.954
1992 11 14 2.527 0.000 1.164 0.622 0.292
1992 11 15 0.002 8.382 0.589 4.849 5.351
1992 11 16 6.928 0.000 6.346 3.312 0.545
1992 11 17 0.308 0.000 0.120 0.980 0.052
1992 11 18 0.000 0.000 0.000 0.007 0.000
1992 11 19 0.000 8.160 0.000 0.091 0.000
1992 11 20 0.000 0.000 0.012 1.130 0.160
1992 11 21 0.967 11.373 0.495 6.405 4.772
1992 11 22 11.797 4.939 14.529 47.799 15.931
1992 11 23 8.562 0.000 9.087 2.192 0.929
1992 11 24 1.919 19.755 2.103 5.040 6.670
1992 11 25 23.658 33.650 24.752 20.304 18.236
1992 11 26 3.121 0.000 2.717 2.722 0.736
1992 11 27 0.000 0.000 0.014 0.372 0.017
1992 11 28 0.090 0.000 0.089 0.136 0.017
1992 11 29 0.117 4.901 0.160 0.085 0.045
1992 11 30 0.463 0.000 0.672 7.835 1.068
1992 12 1 4.175 0.000 4.507 26.885 2.408
1992 12 2 0.544 0.000 0.597 0.328 0.004
1992 12 3 0.000 0.000 0.000 0.507 0.780
1992 12 4 1.184 3.599 1.073 0.662 2.106
1992 12 5 0.436 3.326 0.197 0.182 0.137
1992 12 6 0.265 13.872 0.323 1.145 22.595
1992 12 7 19.989 0.000 15.362 2.657 2.886
1992 12 8 0.861 0.000 0.609 1.187 0.019
1992 12 9 0.000 0.000 0.064 0.547 0.000
1992 12 10 0.000 0.000 0.000 17.030 6.701
1992 12 11 6.070 0.000 5.623 7.588 3.909
1992 12 12 4.644 0.000 3.314 1.542 0.554
1992 12 13 2.975 0.000 2.760 2.662 0.715
1992 12 14 0.736 11.752 0.970 1.473 3.921
1992 12 15 5.939 1.343 3.136 2.417 1.657
1992 12 16 0.106 1.263 0.120 0.304 0.110
1992 12 17 0.000 4.131 0.139 5.589 2.797
1992 12 18 2.627 0.025 2.151 1.653 0.519
1992 12 19 0.028 1.077 0.024 0.483 1.710
1992 12 20 3.513 1.538 2.340 3.688 3.710
1992 12 21 3.274 12.016 2.612 1.100 1.343
1992 12 22 1.145 6.675 0.638 1.309 3.369
1992 12 23 2.530 2.197 2.129 0.152 0.321
1992 12 24 1.553 3.356 1.744 20.235 11.861
1992 12 25 14.640 0.000 11.256 1.228 1.031
1992 12 26 0.303 0.000 0.137 0.217 0.146
1992 12 27 0.000 0.000 0.062 0.363 0.000
1992 12 28 0.000 0.000 0.007 0.380 0.000
1992 12 29 0.000 1.989 0.100 0.104 0.000
1992 12 30 0.000 4.199 0.062 0.057 0.000
1992 12 31 0.000 5.066 0.151 11.092 5.089
1993 1 1 5.468 1.867 6.462 14.446 8.583
1993 1 2 13.662 16.083 9.887 18.712 4.984
1993 1 3 6.795 19.794 8.346 19.434 18.187
1993 1 4 18.396 9.868 17.325 14.305 9.836
1993 1 5 10.407 4.684 15.054 10.118 6.503
1993 1 6 6.079 0.000 3.805 2.944 1.264
1993 1 7 2.386 0.000 2.235 0.971 5.155
1993 1 8 13.661 23.300 10.069 3.132 17.821
1993 1 9 14.505 3.444 13.420 11.351 17.699
1993 1 10 12.892 0.000 11.746 1.080 0.866
1993 1 11 1.622 2.133 4.633 0.247 0.000
1993 1 12 0.000 4.339 0.125 0.236 0.000
1993 1 13 0.000 0.000 0.320 1.323 4.729
1993 1 14 3.038 0.001 2.424 21.867 9.240
1993 1 15 2.180 9.979 2.508 13.946 10.182
1993 1 16 12.736 5.151 13.244 18.664 7.045
1993 1 17 12.400 15.771 12.506 7.907 4.750
1993 1 18 2.491 0.000 1.412 1.495 0.180
1993 1 19 0.000 4.005 0.171 2.229 0.022
1993 1 20 0.000 5.544 0.178 11.975 7.137
1993 1 21 5.440 0.000 4.239 0.230 0.233
1993 1 22 0.116 4.507 0.289 0.113 0.024
1993 1 23 0.000 2.205 0.067 0.368 0.000
1993 1 24 0.000 0.000 0.762 0.051 0.000
1993 1 25 0.000 0.444 1.776 3.590 2.873
1993 1 26 6.868 27.459 4.530 23.991 6.011
1993 1 27 19.799 11.315 21.469 25.197 5.534
1993 1 28 15.002 9.876 11.571 12.687 5.136
1993 1 29 4.282 1.489 7.622 14.842 10.041
1993 1 30 12.992 9.228 9.502 29.026 19.576
1993 1 31 20.363 0.246 15.415 20.014 9.097
1993 2 1 10.531 19.430 14.515 18.156 4.240
1993 2 2 5.867 0.000 6.815 19.330 7.016
1993 2 3 10.234 0.000 8.950 16.072 5.003
1993 2 4 4.448 0.000 4.996 4.546 4.182
1993 2 5 10.683 5.369 6.040 2.245 1.790
1993 2 6 2.974 0.000 2.068 8.529 0.642
1993 2 7 0.618 0.000 0.743 11.937 4.806
1993 2 8 3.348 0.000 2.603 32.191 2.883
1993 2 9 4.585 0.000 7.305 32.232 5.293
1993 2 10 5.765 0.000 5.137 24.063 4.684
1993 2 11 4.289 0.000 8.691 10.881 1.262
1993 2 12 1.355 0.000 1.627 2.222 0.437
1993 2 13 1.674 8.862 1.454 9.763 3.890
1993 2 14 9.077 16.957 13.146 12.290 4.674
1993 2 15 2.822 10.951 3.367 8.015 2.869
1993 2 16 4.503 18.912 2.989 1.874 19.655
1993 2 17 21.209 0.000 16.774 14.654 12.091
1993 2 18 11.127 2.398 12.155 33.220 12.089
1993 2 19 7.628 1.445 5.940 3.543 4.999
1993 2 20 2.199 26.525 2.568 8.166 7.927
1993 2 21 21.676 54.218 17.471 24.139 18.237
1993 2 22 23.765 0.000 27.574 2.838 6.365
1993 2 23 6.528 0.000 9.863 1.818 2.382
1993 2 24 2.989 0.000 4.061 14.470 7.600
1993 2 25 3.991 0.000 3.140 8.547 5.293
1993 2 26 6.537 0.000 5.857 2.011 0.807
1993 2 27 2.241 0.000 2.551 0.405 2.284
1993 2 28 2.212 0.000 3.180 0.756 0.766
1993 3 1 0.997 0.000 0.793 2.449 1.825
1993 3 2 6.822 0.271 5.796 23.513 14.110
1993 3 3 18.326 0.237 18.363 21.759 8.751
1993 3 4 5.567 2.190 5.234 4.266 5.325
1993 3 5 2.642 0.000 4.698 2.036 0.797
1993 3 6 0.457 2.493 1.040 4.167 3.935
1993 3 7 4.977 24.898 3.679 8.648 11.329
1993 3 8 6.963 1.491 5.038 7.865 3.605
1993 3 9 6.839 0.544 6.933 19.815 1.493
1993 3 10 0.370 0.000 0.845 9.853 0.432
1993 3 11 0.371 0.000 0.251 0.869 0.039
1993 3 12 0.000 0.000 0.147 0.427 0.640
1993 3 13 0.682 0.000 0.318 0.486 0.418
1993 3 14 0.601 0.000 0.538 9.475 3.733
1993 3 15 4.272 0.000 4.168 1.103 0.557
1993 3 16 2.181 0.000 1.640 1.310 0.815
1993 3 17 3.835 10.456 2.091 8.704 2.643
1993 3 18 3.722 0.177 4.870 8.319 9.058
1993 3 19 6.333 0.000 6.490 2.601 2.447
1993 3 20 0.380 0.000 1.420 1.761 0.222
1993 3 21 0.000 0.000 0.073 1.887 0.302
1993 3 22 0.576 7.117 0.615 2.157 2.799
1993 3 23 3.645 6.291 4.417 0.980 5.937
1993 3 24 6.401 0.212 7.159 5.530 5.799
1993 3 25 9.318 13.127 10.910 18.435 4.197
1993 3 26 6.749 3.269 6.164 0.530 1.206
1993 3 27 2.993 6.772 5.076 1.474 1.330
1993 3 28 0.910 9.367 0.701 0.798 4.418
1993 3 29 5.134 4.295 2.750 7.763 2.120
1993 3 30 3.069 9.537 3.564 9.169 2.928
1993 3 31 4.269 7.632 4.117 1.833 0.931
1993 4 1 3.697 16.969 4.110 16.109 7.437
1993 4 2 5.782 0.000 6.737 12.611 3.679
1993 4 3 4.987 0.000 3.430 3.188 3.672
1993 4 4 3.392 0.000 1.751 0.868 1.427
1993 4 5 2.509 7.380 1.481 1.720 2.335
1993 4 6 2.643 0.000 3.165 1.678 0.336
1993 4 7 0.595 0.000 0.755 0.077 0.060
1993 4 8 1.496 18.718 1.436 40.983 9.135
1993 4 9 8.898 0.177 9.116 0.002 0.016
1993 4 10 0.156 0.000 0.093 0.000 0.040
1993 4 11 0.094 0.000 0.076 0.036 0.020
1993 4 12 0.064 0.000 0.105 1.817 0.083
1993 4 13 0.348 0.000 0.360 0.633 0.230
1993 4 14 0.794 7.496 0.507 0.617 5.273
1993 4 15 3.616 0.000 2.982 0.208 0.008
1993 4 16 0.001 2.402 0.692 0.661 19.551
1993 4 17 17.213 11.916 13.325 1.903 0.239
1993 4 18 0.045 9.338 0.238 0.553 0.340
1993 4 19 0.242 0.000 0.367 0.046 0.004
1993 4 20 0.000 0.000 0.089 0.116 0.000
1993 4 21 0.404 0.000 0.271 10.870 1.334
1993 4 22 2.415 0.000 2.457 5.676 2.392
1993 4 23 5.444 0.750 7.788 20.931 23.396
1993 4 24 20.694 0.000 17.475 1.876 0.380
1993 4 25 0.018 0.000 0.304 0.039 0.000
1993 4 26 0.000 0.000 0.626 1.675 0.546
1993 4 27 4.017 8.881 4.674 1.389 2.355
1993 4 28 3.391 2.507 4.472 3.903 4.729
1993 4 29 9.219 0.000 4.944 1.961 0.433
1993 4 30 0.002 0.000 0.015 0.159 0.000
1993 5 1 0.010 5.364 0.000 0.150 0.000
1993 5 2 0.000 0.000 0.000 0.444 0.171
1993 5 3 0.106 0.000 0.187 2.541 3.867
1993 5 4 2.838 4.389 1.955 0.115 0.134
1993 5 5 29.505 29.172 32.574 53.956 45.212
1993 5 6 6.480 0.000 5.836 0.418 0.098
1993 5 7 0.339 0.000 0.248 0.085 0.009
1993 5 8 0.113 0.000 0.118 0.245 0.159
1993 5 9 0.000 0.000 0.007 0.016 0.008
1993 5 10 0.139 0.000 0.204 0.016 0.237
1993 5 11 0.119 1.739 0.212 0.223 0.581
1993 5 12 4.324 8.371 4.848 6.169 3.043
1993 5 13 0.252 15.338 0.468 32.994 11.662
1993 5 14 16.141 5.577 14.580 29.892 8.870
1993 5 15 0.259 2.039 0.202 0.000 0.000
1993 5 16 0.000 2.370 0.000 0.000 0.000
1993 5 17 0.000 0.000 0.084 0.044 0.109
1993 5 18 0.252 0.000 0.373 0.119 0.108
1993 5 19 0.000 0.000 0.008 0.071 0.029
1993 5 20 0.236 0.000 0.283 0.135 0.138
1993 5 21 0.012 0.242 0.000 0.092 0.000
1993 5 22 0.000 0.000 0.012 0.104 0.000
1993 5 23 0.000 0.000 0.069 0.097 0.000
1993 5 24 0.000 0.000 0.081 0.160 0.000
1993 5 25 0.010 0.000 0.017 0.046 0.045
1993 5 26 0.413 0.000 0.379 6.635 1.921
1993 5 27 5.838 7.488 6.110 2.910 2.887
1993 5 28 0.673 0.000 0.772 0.000 0.555
1993 5 29 1.475 8.274 1.315 0.078 1.135
1993 5 30 5.794 10.717 5.773 37.881 13.287
1993 5 31 16.181 8.378 17.157 8.349 6.088
1993 6 1 0.000 0.000 0.000 0.000 0.016
1993 6 2 0.323 0.000 0.149 0.001 0.033
1993 6 3 0.415 0.026 0.314 4.931 7.146
1993 6 4 10.212 24.719 8.680 15.393 15.602
1993 6 5 18.812 8.031 18.492 4.446 3.390
1993 6 6 0.011 0.000 0.079 0.009 0.000
1993 6 7 0.000 0.000 0.027 0.182 0.000
1993 6 8 0.000 1.285 0.000 0.384 0.157
1993 6 9 0.445 0.000 0.321 0.405 0.011
1993 6 10 0.000 4.213 0.026 0.000 0.013
1993 6 11 0.030 0.000 0.132 0.052 0.028
1993 6 12 0.212 0.000 0.242 1.701 0.242
1993 6 13 0.478 3.441 0.710 2.433 0.267
1993 6 14 0.415 0.000 0.504 1.812 0.236
1993 6 15 0.015 0.000 0.024 0.115 0.007
1993 6 16 0.000 2.024 0.116 0.020 1.514
1993 6 17 2.067 15.825 2.005 21.874 9.481
1993 6 18 18.338 12.857 18.327 24.571 11.989
1993 6 19 2.181 0.000 2.244 0.000 0.083
1993 6 20 0.666 0.000 0.515 0.000 0.091
1993 6 21 0.000 6.393 0.004 0.000 0.000
1993 6 22 0.000 0.000 0.007 0.000 0.000
1993 6 23 0.000 0.000 0.005 0.000 0.044
1993 6 24 1.914 0.000 1.311 12.756 10.979
1993 6 25 9.815 0.000 9.730 0.308 0.236
1993 6 26 0.000 0.000 0.060 0.004 0.000
1993 6 27 0.000 0.000 0.029 0.000 0.007
1993 6 28 0.000 0.000 0.000 0.441 0.000
1993 6 29 0.000 0.000 0.116 0.758 0.000
1993 6 30 0.000 0.000 0.000 0.000 0.000
1993 7 1 0.355 0.000 0.879 5.791 5.271
1993 7 2 55.771 45.771 49.951 64.823 72.153
1993 7 3 70.949 5.695 62.343 14.679 22.784
1993 7 4 63.302 100.087 56.227 8.197 72.072
1993 7 5 27.953 0.000 24.350 1.148 11.506
1993 7 6 1.111 0.000 0.797 3.811 2.218
1993 7 7 3.919 0.000 3.526 2.500 1.085
1993 7 8 0.000 0.000 0.078 0.000 0.000
1993 7 9 0.000 0.000 0.008 0.020 0.782
1993 7 10 3.625 13.130 5.407 4.443 4.668
1993 7 11 16.926 27.515 15.513 25.232 22.715
1993 7 12 8.481 0.000 8.512 5.614 3.777
1993 7 13 9.129 0.000 9.328 11.238 6.704
1993 7 14 0.570 5.627 0.501 0.010 0.000
1993 7 15 0.000 7.726 0.032 0.009 0.000
1993 7 16 0.000 0.000 0.000 0.000 0.036
1993 7 17 1.409 10.458 1.961 2.475 2.005
1993 7 18 9.489 14.157 9.849 10.953 7.990
1993 7 19 0.012 0.000 0.043 1.520 0.020
1993 7 20 0.000 0.000 0.040 0.000 0.000
1993 7 21 0.000 0.000 0.018 0.004 0.000
1993 7 22 0.000 0.000 0.096 0.001 0.000
1993 7 23 0.000 0.000 0.020 0.000 0.000
1993 7 24 0.000 0.000 0.000 0.219 0.000
1993 7 25 0.000 0.000 0.000 0.002 0.000
1993 7 26 0.015 0.000 0.039 0.016 0.014
1993 7 27 0.000 0.000 0.031 0.003 0.000
1993 7 28 0.000 0.000 0.267 0.192 0.088
1993 7 29 7.470 8.120 7.409 11.409 9.741
1993 7 30 20.065 29.783 17.931 17.715 10.260
1993 7 31 0.408 0.000 0.290 0.184 0.050
1993 8 1 0.020 0.000 0.040 0.059 0.000
1993 8 2 0.018 0.000 0.043 0.000 0.000
1993 8 3 0.000 0.000 0.000 0.065 0.000
1993 8 4 0.000 0.000 0.000 0.157 0.000
1993 8 5 0.000 0.000 0.000 0.037 0.000
1993 8 6 0.000 1.252 0.006 0.000 0.000
1993 8 7 0.000 0.100 0.003 0.000 0.000
1993 8 8 0.011 0.000 0.073 0.360 0.157
1993 8 9 3.501 2.897 3.469 32.480 12.010
1993 8 10 11.448 1.534 11.481 6.393 3.933
1993 8 11 0.013 0.000 0.063 0.000 0.011
1993 8 12 0.187 0.000 0.079 0.000 0.049
1993 8 13 0.000 4.555 0.015 0.000 0.006
1993 8 14 0.000 0.000 0.030 0.000 0.000
1993 8 15 0.000 0.000 0.015 0.076 0.000
1993 8 16 0.000 0.000 0.028 0.104 0.000
1993 8 17 0.000 0.000 0.022 2.889 0.591
1993 8 18 7.533 0.000 7.389 15.658 5.504
1993 8 19 1.375 0.000 1.205 0.002 0.606
1993 8 20 0.000 0.000 0.000 0.005 0.000
1993 8 21 0.000 0.000 0.015 0.070 0.000
1993 8 22 0.005 0.000 0.091 0.466 0.001
1993 8 23 0.000 8.308 0.038 0.592 0.020
1993 8 24 1.442 12.043 1.207 13.394 5.349
1993 8 25 2.785 0.000 2.714 0.383 0.520
1993 8 26 0.000 0.000 0.019 0.013 0.049
1993 8 27 0.323 0.000 0.141 0.000 0.000
1993 8 28 0.000 0.000 0.003 0.000 0.000
1993 8 29 0.000 0.000 0.021 0.141 0.000
1993 8 30 0.000 0.000 0.016 0.404 0.000
1993 8 31 1.024 0.000 0.673 5.854 5.809
1993 9 1 22.007 22.691 19.999 16.827 21.214
1993 9 2 5.031 0.000 5.960 3.525 1.724
1993 9 3 0.000 0.000 0.006 0.145 0.000
1993 9 4 0.000 0.000 0.000 0.075 0.000
1993 9 5 0.000 0.000 0.000 0.005 0.000
1993 9 6 0.000 0.000 0.000 0.059 0.347
1993 9 7 0.551 0.243 0.444 1.727 1.913
1993 9 8 4.014 0.000 3.660 1.941 2.404
1993 9 9 2.170 0.000 2.489 1.178 2.528
1993 9 10 1.667 0.000 1.985 0.128 0.135
1993 9 11 0.000 0.000 0.000 0.076 0.000
1993 9 12 0.000 0.536 0.022 0.308 0.000
1993 9 13 0.000 1.553 0.121 0.058 0.000
1993 9 14 1.484 5.393 1.692 1.682 3.118
1993 9 15 3.260 2.353 3.309 5.528 3.673
1993 9 16 2.600 1.997 2.659 1.457 0.242
1993 9 17 0.286 2.761 0.142 0.640 0.000
1993 9 18 0.000 6.971 0.000 8.626 1.238
1993 9 19 2.986 13.428 2.866 19.455 7.524
1993 9 20 13.595 1.090 14.225 38.913 40.526
1993 9 21 40.982 27.047 39.914 5.586 9.681
1993 9 22 2.587 14.150 3.828 9.136 6.844
1993 9 23 21.069 15.907 23.506 36.894 19.521
1993 9 24 13.846 14.099 15.657 12.042 3.744
1993 9 25 3.462 0.000 4.118 5.363 3.585
1993 9 26 7.349 4.986 8.992 11.311 15.338
1993 9 27 20.664 0.000 21.605 2.303 2.217
1993 9 28 0.168 0.000 0.365 0.075 0.000
1993 9 29 0.000 10.107 0.177 2.727 3.184
1993 9 30 5.511 35.602 7.313 17.105 4.905
1993 10 1 0.405 22.655 0.863 28.935 1.631
1993 10 2 0.605 6.979 0.527 3.704 0.390
1993 10 3 0.307 0.000 1.543 9.948 3.804
1993 10 4 20.218 13.561 20.641 50.542 33.143
1993 10 5 23.055 3.272 23.100 9.695 7.336
1993 10 6 2.311 0.000 1.490 0.061 0.076
1993 10 7 0.000 0.000 0.000 0.020 0.000
1993 10 8 0.000 0.000 0.000 0.000 0.000
1993 10 9 0.012 0.000 0.000 0.007 0.000
1993 10 10 0.000 0.000 0.000 0.055 0.000
1993 10 11 0.000 0.050 0.000 0.161 0.000
1993 10 12 0.000 0.065 0.082 0.015 0.413
1993 10 13 1.544 0.071 1.359 0.008 1.268
1993 10 14 0.023 5.612 0.041 7.757 0.438
1993 10 15 1.157 0.010 1.574 4.463 3.918
1993 10 16 4.013 15.357 2.359 2.508 3.820
1993 10 17 2.999 2.532 1.821 2.294 5.683
1993 10 18 15.328 7.222 12.942 4.934 11.839
1993 10 19 2.561 0.000 3.197 3.581 2.244
1993 10 20 1.692 4.468 2.595 7.136 2.908
1993 10 21 3.841 3.613 5.412 3.413 0.202
1993 10 22 0.028 5.833 0.260 10.904 9.395
1993 10 23 21.209 4.685 19.647 12.547 8.854
1993 10 24 0.784 15.388 0.504 1.731 1.005
1993 10 25 16.139 14.058 15.454 14.220 15.559
1993 10 26 4.696 2.768 5.680 2.742 2.791
1993 10 27 1.960 0.089 1.451 1.041 0.033
1993 10 28 0.000 0.000 0.078 0.149 0.000
1993 10 29 0.000 0.000 0.013 0.016 0.000
1993 10 30 0.000 0.000 0.004 0.146 0.000
1993 10 31 0.024 8.415 0.030 0.166 0.674
1993 11 1 4.168 2.475 3.468 24.065 5.015
1993 11 2 0.133 0.000 0.834 0.646 0.000
1993 11 3 0.000 0.000 0.000 0.342 0.000
1993 11 4 0.000 0.000 0.000 0.077 0.000
1993 11 5 0.000 6.098 0.000 0.384 0.456
1993 11 6 0.357 5.557 0.799 17.743 1.042
1993 11 7 1.406 0.000 1.095 1.469 0.039
1993 11 8 0.000 0.000 0.000 0.001 0.000
1993 11 9 0.000 0.000 0.000 0.031 0.000
1993 11 10 0.000 1.666 0.000 0.043 0.002
1993 11 11 0.045 0.000 0.084 0.099 0.033
1993 11 12 0.000 0.000 0.006 0.173 0.652
1993 11 13 2.342 6.459 2.646 3.314 3.883
1993 11 14 4.919 8.991 4.791 19.910 10.086
1993 11 15 8.320 3.762 7.245 10.144 0.919
1993 11 16 0.724 8.574 0.859 1.613 4.373
1993 11 17 20.928 12.242 21.894 6.129 10.599
1993 11 18 0.663 0.000 0.897 0.513 0.054
1993 11 19 0.000 0.000 0.091 0.202 0.000
1993 11 20 0.000 7.322 0.073 0.604 0.009
1993 11 21 0.040 4.273 0.073 0.022 0.065
1993 11 22 0.316 2.097 0.463 0.146 0.557
1993 11 23 0.673 0.469 0.486 0.906 0.275
1993 11 24 0.211 1.808 0.383 3.792 6.228
1993 11 25 8.105 4.143 10.252 13.450 5.710
1993 11 26 2.037 9.829 2.210 11.908 9.816
1993 11 27 17.337 5.416 19.729 4.114 3.016
1993 11 28 0.573 0.000 2.851 0.883 0.001
1993 11 29 0.000 0.000 0.074 0.008 0.049
1993 11 30 5.495 11.640 4.391 0.673 15.761
1993 12 1 20.251 12.124 20.276 21.468 6.566
1993 12 2 0.502 0.000 2.294 0.973 2.328
1993 12 3 1.768 0.000 1.934 0.205 1.484
1993 12 4 0.000 8.492 0.369 2.208 8.661
1993 12 5 27.155 38.502 26.236 7.961 31.221
1993 12 6 17.324 0.000 16.617 15.538 9.336
1993 12 7 7.449 0.000 8.092 14.722 3.458
1993 12 8 4.362 0.000 5.234 26.801 6.545
1993 12 9 13.061 18.155 11.829 1.270 4.228
1993 12 10 5.773 19.432 7.016 17.794 5.075
1993 12 11 4.160 0.000 4.021 3.645 0.502
1993 12 12 0.404 0.000 0.811 0.360 0.073
1993 12 13 0.967 0.000 0.590 0.255 0.866
1993 12 14 1.390 6.366 1.434 3.967 23.441
1993 12 15 17.127 16.070 14.499 11.053 6.246
1993 12 16 14.369 29.008 17.252 37.601 8.625
1993 12 17 7.999 1.331 5.601 0.036 0.019
1993 12 18 0.000 0.000 0.127 0.000 0.000
1993 12 19 0.000 0.000 0.000 5.839 3.740
1993 12 20 5.021 0.000 5.312 2.920 0.786
1993 12 21 1.227 0.000 1.042 0.388 0.349
1993 12 22 1.243 0.000 2.048 0.952 1.438
1993 12 23 0.762 0.000 1.358 0.411 0.900
1993 12 24 0.589 0.000 0.490 1.913 1.370
1993 12 25 2.390 0.000 2.174 3.256 4.394
1993 12 26 2.597 0.293 3.952 3.735 0.341
1993 12 27 1.290 14.525 1.044 16.161 17.654
1993 12 28 29.475 29.109 23.241 9.501 18.010
1993 12 29 6.907 2.880 6.572 8.163 9.620
1993 12 30 13.942 0.000 17.045 1.389 1.775
1993 12 31 0.000 0.000 0.082 0.015 0.000
1994 1 1 0.287 0.000 0.344 0.219 0.280
1994 1 2 1.414 0.000 2.373 18.387 2.565
1994 1 3 4.502 0.000 3.583 2.769 0.697
1994 1 4 0.612 0.000 0.499 1.578 0.585
1994 1 5 0.758 0.000 0.456 1.673 0.684
1994 1 6 0.000 0.000 0.063 0.097 0.000
1994 1 7 0.024 0.000 0.039 0.834 0.470
1994 1 8 1.538 26.953 1.572 16.326 17.946
1994 1 9 11.461 8.191 10.423 25.422 4.078
1994 1 10 7.359 0.000 7.917 1.502 0.331
1994 1 11 0.000 5.249 0.309 0.014 0.000
1994 1 12 0.000 0.000 0.000 0.048 0.043
1994 1 13 0.597 0.000 0.641 1.671 2.294
1994 1 14 1.515 0.000 1.263 3.847 2.105
1994 1 15 2.844 4.399 2.078 0.508 0.040
1994 1 16 0.334 0.000 0.286 21.426 5.314
1994 1 17 6.213 0.407 4.749 17.882 13.158
1994 1 18 8.215 21.492 6.879 16.030 2.072
1994 1 19 2.546 0.000 3.089 1.109 0.222
1994 1 20 0.639 0.000 0.380 0.090 0.007
1994 1 21 0.467 0.000 0.436 8.694 2.278
1994 1 22 6.721 0.000 4.803 3.570 0.963
1994 1 23 0.689 0.000 1.175 2.579 0.202
1994 1 24 0.578 0.807 0.786 0.350 0.038
1994 1 25 0.379 8.478 0.437 5.559 1.945
1994 1 26 4.203 1.777 3.787 7.432 2.754
1994 1 27 1.016 0.000 1.775 1.141 0.807
1994 1 28 0.833 0.000 0.610 5.277 0.298
1994 1 29 1.351 0.000 6.822 1.238 0.008
1994 1 30 0.016 0.636 0.205 5.383 0.342
1994 1 31 1.111 5.480 0.207 16.336 9.806
1994 2 1 9.625 0.000 9.640 11.803 5.749
1994 2 2 8.691 8.499 7.763 18.624 16.506
1994 2 3 11.078 0.000 9.183 17.487 1.278
1994 2 4 2.352 9.867 1.425 19.706 7.897
1994 2 5 16.202 26.741 18.013 29.166 6.109
