year month day tmax_cpc tmax_era5land tmax_brdwgd tmean_era5land tmin_cpc tmin_era5land tmin_brdwgd
1985 2 6 NaN 23.15 24.28 17.89 NaN 14.32 12.68
1985 2 7 25.44 23.69 23.38 17.52 13.30 11.70 12.23
1985 2 8 26.48 23.98 22.91 18.35 17.16 14.09 15.01
1985 2 9 25.17 25.85 24.12 20.98 18.27 17.78 15.27
1985 2 10 28.15 27.50 23.71 21.34 17.46 17.78 15.71
1985 2 11 27.61 24.01 25.44 19.67 17.47 17.64 15.54
1985 2 12 25.88 21.79 23.44 18.85 18.28 17.01 15.99
1985 2 13 25.76 19.89 21.86 17.63 17.11 15.57 15.46
1985 2 14 23.88 17.54 19.59 16.49 17.23 15.27 15.30
1985 2 15 21.18 21.39 22.29 18.26 16.94 15.97 15.18
1985 2 16 24.41 24.12 25.24 19.22 16.29 14.92 14.40
1985 2 17 26.79 24.34 24.05 19.64 16.88 16.89 15.60
1985 2 18 26.19 23.91 24.95 19.73 18.33 18.11 16.68
1985 2 19 26.36 25.64 26.28 20.69 19.86 18.31 15.44
1985 2 20 28.34 25.63 24.51 20.47 18.41 17.01 15.91
1985 2 21 26.58 24.06 23.03 19.66 17.90 17.35 15.65
1985 2 22 25.84 20.86 21.32 17.72 16.52 14.69 14.83
1985 2 23 23.40 21.74 22.45 16.81 14.01 12.38 11.99
1985 2 24 24.71 23.49 23.47 17.99 13.59 13.94 11.32
1985 2 25 25.20 23.78 24.39 18.10 14.64 12.32 11.51
1985 2 26 26.10 25.96 25.53 19.58 16.41 13.28 13.52
1985 2 27 28.10 20.41 21.69 16.83 15.62 13.35 13.74
1985 2 28 23.50 20.89 20.74 16.08 14.12 12.24 10.90
1985 3 1 24.34 24.13 24.52 18.32 14.96 13.72 12.71
1985 3 2 26.27 24.56 25.17 19.32 15.83 15.52 14.31
1985 3 3 27.95 22.72 24.39 18.31 16.54 14.93 14.78
1985 3 4 25.36 21.24 21.85 16.60 14.74 13.58 12.30
1985 3 5 23.34 20.17 20.25 16.34 15.44 13.12 12.01
1985 3 6 21.94 20.31 21.16 17.09 15.05 14.80 13.34
1985 3 7 23.42 23.93 24.09 18.34 16.11 14.68 13.76
1985 3 8 26.58 22.31 24.36 17.60 16.01 13.49 13.67
1985 3 9 25.95 22.49 24.58 18.20 17.17 14.85 14.71
1985 3 10 26.78 21.41 21.05 17.74 16.92 14.46 14.87
1985 3 11 23.10 19.85 21.27 15.79 13.46 12.14 11.85
1985 3 12 23.68 22.35 22.22 16.80 14.39 11.64 10.92
1985 3 13 24.29 22.33 22.66 18.19 13.75 15.24 11.43
1985 3 14 24.98 22.82 24.55 18.37 15.89 14.41 12.91
1985 3 15 26.50 23.21 20.71 18.71 16.82 15.98 14.97
1985 3 16 23.82 20.46 21.36 17.82 16.89 16.61 14.02
1985 3 17 24.75 21.12 21.64 17.44 14.51 14.91 12.17
1985 3 18 24.34 21.30 22.88 16.66 13.97 12.70 11.67
1985 3 19 24.32 18.09 21.65 14.79 14.01 12.56 11.06
1985 3 20 23.97 21.26 21.40 16.74 14.65 13.55 12.85
1985 3 21 24.57 21.28 22.73 17.44 16.96 15.58 14.63
1985 3 22 24.75 22.54 24.05 18.46 16.38 15.84 14.86
1985 3 23 26.56 24.63 22.30 19.95 17.54 17.37 14.65
1985 3 24 24.66 25.27 23.92 19.84 17.85 16.12 15.52
1985 3 25 26.11 21.72 21.16 18.87 17.13 16.20 15.93
1985 3 26 23.43 20.33 22.28 17.55 17.03 15.64 15.13
1985 3 27 23.64 24.56 22.45 19.84 18.02 17.41 15.35
1985 3 28 25.36 23.98 24.18 19.93 14.90 17.17 12.81
1985 3 29 25.89 26.35 23.49 21.17 18.00 18.33 15.56
1985 3 30 24.91 19.83 21.77 17.79 16.37 15.61 13.56
1985 3 31 23.91 22.04 21.84 17.52 14.94 14.75 13.31
1985 4 1 23.04 23.57 24.38 18.73 16.29 15.31 13.93
1985 4 2 27.18 24.92 25.52 20.27 17.81 17.07 15.59
1985 4 3 26.70 25.42 24.71 20.57 18.37 17.33 15.26
1985 4 4 27.30 20.22 19.05 17.32 16.03 13.02 11.59
1985 4 5 17.60 12.64 14.98 10.84 8.90 9.90 8.70
1985 4 6 14.40 15.59 17.89 13.41 11.00 10.64 7.85
1985 4 7 19.30 21.00 21.50 16.78 14.51 12.68 11.11
1985 4 8 22.26 20.11 22.43 16.74 15.37 14.14 11.30
1985 4 9 23.93 20.97 21.38 16.21 14.09 12.00 12.07
1985 4 10 22.93 22.86 21.18 17.41 14.72 13.38 13.18
1985 4 11 23.63 19.26 20.45 15.88 15.05 13.06 13.01
1985 4 12 22.21 18.38 18.47 14.48 14.01 11.73 11.99
1985 4 13 20.78 17.67 18.81 14.63 13.44 12.09 12.11
1985 4 14 21.99 17.94 20.16 15.43 14.26 13.41 12.70
1985 4 15 22.47 19.54 19.05 17.40 16.68 15.87 13.58
1985 4 16 21.79 19.47 21.54 17.31 14.44 16.36 12.72
1985 4 17 22.94 20.82 22.16 18.35 15.85 16.82 14.46
1985 4 18 25.27 18.88 18.79 16.56 12.66 13.42 12.40
1985 4 19 21.02 17.75 18.77 13.63 10.93 10.96 8.66
1985 4 20 20.60 18.15 19.16 13.24 11.24 8.71 8.83
1985 4 21 21.34 17.73 19.85 13.02 11.17 8.62 9.10
1985 4 22 21.72 18.99 19.76 14.17 12.23 10.93 9.80
1985 4 23 22.00 18.25 20.66 14.44 11.89 11.35 10.13
1985 4 24 22.60 17.39 20.23 14.18 13.21 11.91 10.95
1985 4 25 23.23 15.91 19.53 13.77 13.34 11.99 11.58
1985 4 26 19.82 16.68 19.31 14.35 12.99 12.30 10.01
1985 4 27 21.73 20.02 20.91 15.45 11.95 12.03 9.39
1985 4 28 22.98 20.95 20.68 15.80 12.72 11.06 10.54
1985 4 29 22.87 18.80 17.70 15.78 15.42 12.45 11.72
1985 4 30 20.91 13.44 14.03 10.86 10.96 4.75 5.92
1985 5 1 15.51 14.32 12.62 7.33 3.13 0.48 0.58
1985 5 2 14.98 14.83 13.38 7.49 2.51 0.96 0.20
1985 5 3 14.83 16.03 15.47 7.97 4.45 0.18 0.23
1985 5 4 16.88 17.25 16.54 9.27 4.44 2.37 2.14
1985 5 5 18.80 17.84 18.53 11.56 6.35 6.54 3.85
1985 5 6 20.96 17.02 18.28 11.70 9.73 7.58 5.07
1985 5 7 20.54 15.06 14.32 12.36 10.95 9.78 8.01
1985 5 8 17.63 15.16 12.79 13.30 12.12 11.17 9.46
1985 5 9 16.09 16.19 14.72 13.76 11.87 10.56 9.41
1985 5 10 17.06 16.76 14.36 10.61 7.18 5.30 4.88
1985 5 11 17.51 16.95 15.30 9.79 6.95 3.64 4.97
1985 5 12 19.28 17.09 16.86 9.80 5.58 3.26 2.24
1985 5 13 19.47 16.83 15.57 10.58 7.09 5.72 2.37
1985 5 14 19.09 16.34 15.38 9.66 7.72 3.17 4.18
1985 5 15 17.57 17.76 16.60 10.87 7.92 5.82 5.90
1985 5 16 18.96 18.51 19.16 12.21 8.51 6.49 5.03
1985 5 17 21.00 21.52 21.92 14.81 12.03 9.83 8.31
1985 5 18 23.91 21.46 22.36 15.08 12.41 10.19 9.90
1985 5 19 21.77 20.40 17.51 14.79 13.03 10.52 10.35
1985 5 20 19.91 15.88 17.27 13.92 13.32 12.41 10.63
1985 5 21 19.25 18.53 16.76 14.64 13.81 12.54 11.30
1985 5 22 20.21 16.58 15.87 11.20 9.58 6.45 6.87
1985 5 23 16.55 14.83 11.30 11.06 7.23 7.28 4.32
1985 5 24 15.00 17.28 18.31 13.39 9.02 10.58 5.84
1985 5 25 19.18 16.61 19.93 13.32 8.35 10.62 6.90
1985 5 26 21.48 20.03 19.29 13.93 10.40 10.45 7.42
1985 5 27 22.16 20.81 19.44 15.01 10.06 9.72 8.02
1985 5 28 21.71 21.09 19.07 16.46 12.29 13.28 9.11
1985 5 29 20.64 17.93 18.39 13.94 13.77 11.09 10.76
1985 5 30 18.03 13.91 15.54 11.63 9.84 9.95 8.57
1985 5 31 18.21 15.94 17.75 12.90 11.63 10.75 9.50
1985 6 1 19.47 19.30 19.39 14.98 14.01 12.33 10.65
1985 6 2 21.53 14.46 13.55 11.92 12.11 7.47 7.36
1985 6 3 15.20 9.91 9.62 6.81 5.56 3.90 2.35
1985 6 4 12.23 12.10 10.29 6.69 3.58 1.99 0.98
1985 6 5 14.27 10.46 12.16 7.11 4.53 4.68 1.71
1985 6 6 16.50 7.31 7.03 3.85 4.25 1.65 1.24
1985 6 7 11.44 7.40 5.94 3.84 3.09 1.48 0.72
1985 6 8 12.30 6.42 8.58 4.21 5.29 2.00 1.70
1985 6 9 11.29 7.29 8.25 4.90 7.21 3.40 2.31
1985 6 10 12.69 9.94 10.17 6.14 6.80 3.51 1.74
1985 6 11 13.60 13.36 13.87 7.04 3.60 1.60 -0.02
1985 6 12 16.71 14.43 14.23 8.30 7.04 3.00 2.51
1985 6 13 17.83 14.44 14.47 8.70 5.40 4.50 2.78
1985 6 14 17.16 17.51 18.42 11.00 8.19 5.57 5.13
1985 6 15 20.40 19.46 19.59 13.30 9.54 8.12 7.42
1985 6 16 19.07 18.31 17.38 13.91 11.77 10.03 8.65
1985 6 17 18.73 15.60 15.41 12.70 10.36 8.41 8.40
1985 6 18 17.09 13.83 14.01 9.67 6.34 6.80 4.23
1985 6 19 15.07 14.54 15.62 10.02 5.68 7.37 4.17
1985 6 20 17.95 16.69 17.57 11.31 8.65 7.62 6.36
1985 6 21 19.75 19.46 18.57 13.23 10.34 7.69 6.34
1985 6 22 19.94 20.29 19.15 13.77 11.05 8.70 9.38
1985 6 23 19.73 20.50 20.75 14.87 11.75 9.81 9.31
1985 6 24 21.40 20.73 19.04 15.11 10.51 11.13 8.81
1985 6 25 19.55 19.98 17.92 15.64 11.46 13.16 9.43
1985 6 26 19.65 19.61 18.43 14.52 10.36 10.36 8.74
1985 6 27 19.81 18.67 17.99 13.47 10.92 10.39 8.81
1985 6 28 19.89 20.03 18.40 13.35 9.41 6.92 7.19
1985 6 29 21.49 20.24 19.37 14.14 10.02 8.62 5.51
1985 6 30 19.43 19.00 17.35 14.88 11.70 10.82 9.10
1985 7 1 19.37 14.86 13.66 13.29 11.74 11.56 9.30
1985 7 2 16.44 11.46 11.45 9.70 10.45 5.81 7.67
1985 7 3 14.64 14.52 14.34 8.56 6.27 1.99 3.62
1985 7 4 17.30 19.11 19.98 13.76 10.87 8.63 5.98
1985 7 5 20.97 19.91 18.27 15.35 13.25 12.64 9.14
1985 7 6 22.22 13.09 10.99 10.57 6.98 9.11 4.00
1985 7 7 13.10 12.15 10.66 8.40 6.24 4.94 1.91
1985 7 8 13.41 15.20 15.57 8.67 3.04 2.67 -0.13
1985 7 9 17.34 18.18 16.05 10.98 5.05 4.56 2.95
1985 7 10 17.82 11.57 11.17 7.36 8.10 0.73 0.84
1985 7 11 13.27 8.46 8.57 4.02 0.14 0.40 -3.81
1985 7 12 11.55 10.46 10.89 5.69 2.90 1.01 -2.12
1985 7 13 14.95 12.14 13.27 8.21 5.52 4.50 3.07
1985 7 14 17.65 14.69 15.74 9.93 7.05 6.99 4.54
1985 7 15 18.73 17.14 15.91 9.99 6.32 3.89 3.90
1985 7 16 16.13 16.14 16.11 9.94 3.76 5.23 3.67
1985 7 17 NaN 14.01 15.74 9.86 NaN 6.37 5.47
1985 7 18 18.85 14.38 16.06 11.16 9.54 8.41 7.06
1985 7 19 18.49 14.35 16.44 11.06 8.84 8.37 6.42
1985 7 20 19.04 16.39 16.32 10.42 10.92 6.93 6.33
1985 7 21 19.59 16.90 16.90 11.45 8.78 6.82 5.79
1985 7 22 18.83 14.20 14.18 10.82 8.31 8.78 4.77
1985 7 23 15.47 13.33 14.11 9.47 6.32 5.37 4.39
1985 7 24 17.51 13.75 15.41 10.31 6.42 8.21 5.40
1985 7 25 17.54 13.54 14.90 10.93 9.19 9.53 6.99
1985 7 26 17.93 13.93 16.14 10.24 9.22 7.65 6.15
1985 7 27 18.03 14.54 17.08 10.66 9.58 8.22 5.04
1985 7 28 18.98 15.82 18.50 11.29 9.67 8.92 7.92
1985 7 29 20.37 18.35 18.59 13.45 11.43 10.11 8.62
1985 7 30 21.27 19.70 19.44 14.02 12.17 9.90 9.82
1985 7 31 20.48 19.48 15.00 14.44 11.60 9.75 10.26
1985 8 1 18.95 20.36 16.41 15.66 13.52 12.85 10.29
1985 8 2 20.03 18.40 16.57 14.57 13.35 12.26 10.38
1985 8 3 20.41 16.55 16.51 13.13 12.28 10.69 9.45
1985 8 4 19.39 17.81 15.67 12.90 12.20 9.32 9.43
1985 8 5 19.34 21.40 19.13 14.88 11.79 8.55 9.75
1985 8 6 23.55 20.19 21.11 15.47 11.25 11.86 9.22
1985 8 7 21.66 20.81 22.52 15.44 12.56 10.99 10.44
1985 8 8 22.81 19.12 16.11 13.92 12.31 10.53 9.62
1985 8 9 18.90 19.47 16.82 15.20 12.57 12.21 10.43
1985 8 10 NaN 17.88 13.90 14.54 NaN 12.02 9.33
1985 8 11 19.05 11.82 10.93 9.55 10.03 6.90 5.53
1985 8 12 13.68 11.85 12.40 9.04 7.50 6.67 4.69
1985 8 13 14.51 15.27 16.52 10.36 7.62 6.34 4.17
1985 8 14 15.65 15.56 15.84 10.29 6.97 4.95 4.27
1985 8 15 19.31 18.39 20.04 13.64 11.25 10.58 7.38
1985 8 16 23.46 22.40 21.51 16.09 12.62 11.13 9.34
1985 8 17 23.22 15.68 16.32 13.56 12.80 11.32 10.27
1985 8 18 18.23 14.78 12.43 12.68 11.90 11.37 10.36
1985 8 19 15.85 16.87 16.57 13.77 12.12 12.25 10.19
1985 8 20 18.07 17.75 16.92 13.66 12.69 10.77 10.27
1985 8 21 21.75 16.01 14.27 10.54 10.13 5.75 4.60
1985 8 22 16.02 12.58 12.83 8.06 6.21 4.07 1.09
1985 8 23 15.58 13.07 14.56 7.67 5.32 2.20 2.08
1985 8 24 16.47 17.82 15.96 10.59 5.33 4.37 2.00
1985 8 25 19.75 19.74 17.25 13.97 9.03 9.11 5.59
1985 8 26 18.79 17.78 20.71 14.72 12.01 11.99 8.23
1985 8 27 20.93 19.73 20.53 15.04 13.62 9.17 9.10
1985 8 28 23.85 15.53 14.74 10.25 7.41 5.43 5.19
1985 8 29 17.74 15.34 12.95 10.84 5.15 6.76 3.50
1985 8 30 16.59 13.20 13.09 11.40 10.52 9.40 6.47
1985 8 31 16.33 15.05 13.08 12.51 11.81 10.36 8.59
1985 9 1 16.21 10.32 10.73 8.53 9.56 3.46 3.96
1985 9 2 14.52 10.28 10.92 5.81 2.34 1.72 -0.70
1985 9 3 14.57 10.27 11.00 7.91 7.03 5.71 4.02
1985 9 4 14.68 15.61 15.57 11.01 10.40 8.04 6.84
1985 9 5 19.45 16.65 15.31 10.50 7.34 4.60 4.91
1985 9 6 17.79 16.38 16.84 10.77 5.67 6.47 3.87
1985 9 7 19.28 14.62 17.00 9.68 9.04 4.70 5.64
1985 9 8 21.08 16.16 16.82 10.94 12.57 6.87 7.70
1985 9 9 21.31 16.11 18.06 12.07 12.10 8.78 9.43
1985 9 10 21.25 17.24 18.13 14.03 12.56 11.65 9.77
1985 9 11 21.01 16.16 16.67 13.42 14.53 11.92 11.38
1985 9 12 20.97 17.49 16.96 13.71 13.16 11.25 11.10
1985 9 13 19.34 22.91 17.47 16.25 14.11 12.07 11.26
1985 9 14 21.61 20.52 17.84 16.44 12.99 12.66 10.17
1985 9 15 19.00 20.10 15.51 16.05 13.84 13.31 11.33
1985 9 16 19.63 23.08 19.51 17.68 14.30 13.70 11.98
1985 9 17 21.71 20.68 19.37 17.00 14.39 12.79 11.74
1985 9 18 18.65 14.40 16.38 12.66 12.80 11.09 10.00
1985 9 19 19.76 18.98 16.69 14.84 12.47 11.57 11.03
1985 9 20 18.23 19.43 18.80 15.57 13.40 12.29 11.60
1985 9 21 19.82 17.87 18.98 13.72 10.31 10.22 8.95
1985 9 22 21.11 18.10 18.06 13.71 11.26 10.60 9.02
1985 9 23 20.97 16.93 16.85 12.84 12.37 10.26 9.56
1985 9 24 19.19 18.95 19.26 14.35 12.01 10.82 9.72
1985 9 25 21.37 18.13 17.30 12.79 9.99 8.79 7.46
1985 9 26 19.01 19.71 19.76 13.75 9.69 10.28 6.08
1985 9 27 20.67 19.35 18.96 13.97 10.03 11.05 8.04
1985 9 28 20.93 14.47 14.49 12.15 11.84 10.68 9.68
1985 9 29 18.16 13.21 13.84 11.12 11.58 9.92 9.69
1985 9 30 17.17 14.90 16.57 11.42 11.11 9.76 8.64
1985 10 1 18.90 16.72 17.55 12.48 11.92 9.88 8.63
1985 10 2 20.13 18.18 20.60 14.12 12.80 11.33 9.66
1985 10 3 22.43 22.25 21.55 15.72 12.27 10.62 10.14
1985 10 4 25.96 20.93 21.88 15.31 12.52 10.12 10.45
1985 10 5 23.96 20.30 19.00 15.61 13.48 11.61 11.68
1985 10 6 21.95 21.03 20.40 15.95 13.53 12.21 11.55
1985 10 7 21.17 18.69 17.44 13.10 9.89 5.79 7.39
1985 10 8 21.02 14.72 15.38 9.50 7.71 5.50 4.22
1985 10 9 17.62 16.68 16.73 10.88 7.57 4.30 5.11
1985 10 10 20.51 19.33 19.14 13.85 11.77 10.16 9.41
1985 10 11 21.26 20.23 20.21 14.10 10.45 10.07 6.37
1985 10 12 22.20 22.68 22.27 15.61 10.05 10.38 8.51
1985 10 13 24.69 25.23 23.77 17.71 13.09 11.75 11.57
1985 10 14 24.75 27.44 25.82 20.01 15.32 13.31 12.50
1985 10 15 25.33 27.56 25.62 20.72 14.61 14.47 13.17
1985 10 16 26.40 23.93 21.94 17.87 15.08 13.68 13.09
1985 10 17 24.62 16.07 17.81 13.90 14.12 12.25 12.32
1985 10 18 20.13 19.11 20.20 15.07 13.29 12.00 12.11
1985 10 19 21.89 22.76 20.70 17.85 14.67 14.51 13.10
1985 10 20 22.53 18.90 16.82 16.28 15.63 11.97 12.06
1985 10 21 19.88 19.57 19.10 13.83 9.40 8.54 7.48
1985 10 22 21.40 20.09 19.17 13.68 11.89 9.02 8.40
1985 10 23 20.48 18.44 19.12 13.81 11.63 10.37 9.09
1985 10 24 21.84 19.40 21.06 14.52 12.39 10.54 9.24
1985 10 25 23.37 19.09 19.42 14.87 10.38 12.01 10.16
1985 10 26 20.93 19.44 21.13 14.65 11.08 11.39 9.35
1985 10 27 22.88 18.95 20.17 15.05 13.24 12.19 10.30
1985 10 28 22.94 17.66 15.69 14.84 14.82 13.13 12.29
1985 10 29 19.83 18.36 19.22 15.36 12.99 13.18 11.68
1985 10 30 21.19 21.23 22.59 17.02 14.37 14.28 12.45
1985 10 31 24.66 23.59 24.52 18.18 15.60 15.33 13.31
1985 11 1 26.54 18.97 19.74 15.95 15.02 13.46 10.35
1985 11 2 19.93 13.17 18.67 12.12 11.94 10.68 9.38
1985 11 3 17.05 10.49 14.14 9.88 11.42 8.92 6.33
1985 11 4 16.17 13.06 17.52 10.67 10.79 8.96 7.16
1985 11 5 19.59 17.65 18.37 13.23 10.98 10.20 7.66
1985 11 6 22.48 20.51 18.85 13.77 8.30 6.61 9.16
1985 11 7 22.99 22.09 20.13 15.38 10.08 8.79 7.75
1985 11 8 25.12 21.97 20.84 16.07 11.90 11.08 8.43
1985 11 9 25.08 21.25 22.38 15.98 12.76 11.86 10.08
1985 11 10 24.65 24.15 23.77 17.85 13.91 11.88 9.80
1985 11 11 25.61 26.76 26.44 20.11 15.62 14.07 12.26
1985 11 12 30.10 27.08 27.95 20.59 16.16 13.70 13.46
1985 11 13 29.26 26.78 26.25 20.18 16.00 13.20 12.60
1985 11 14 28.15 29.84 29.06 22.17 15.33 14.96 12.57
1985 11 15 28.11 30.92 29.91 23.30 16.68 14.86 12.96
1985 11 16 28.48 31.95 31.03 24.35 16.44 17.71 16.17
1985 11 17 29.45 27.33 29.81 21.44 16.92 16.37 12.37
1985 11 18 27.68 19.22 28.40 16.59 15.28 14.43 13.22
1985 11 19 21.09 18.24 27.59 15.68 13.96 13.76 11.25
1985 11 20 22.49 21.05 22.21 16.92 15.11 14.06 11.64
1985 11 21 22.18 23.48 23.56 18.48 15.43 14.56 14.28
1985 11 22 22.95 24.07 22.53 18.24 16.08 15.54 12.98
1985 11 23 26.36 24.24 23.07 18.45 14.92 13.56 12.93
1985 11 24 24.36 22.74 22.16 17.20 14.02 11.95 12.68
1985 11 25 23.63 22.21 21.69 17.82 15.11 14.59 11.47
1985 11 26 25.64 23.70 23.90 18.97 15.31 14.76 12.56
1985 11 27 27.29 19.17 21.38 15.37 13.76 11.15 12.37
1985 11 28 22.24 18.39 20.18 13.76 10.23 9.96 9.82
1985 11 29 22.69 18.13 21.94 14.83 12.86 11.48 7.01
1985 11 30 23.91 20.67 23.72 15.75 14.14 12.32 9.51
1985 12 1 25.64 20.12 22.36 14.35 13.63 10.75 10.62
1985 12 2 22.53 18.95 19.59 13.39 11.61 8.94 8.02
1985 12 3 22.64 17.70 19.01 14.01 12.24 11.14 10.73
1985 12 4 20.22 20.12 22.05 15.56 12.78 12.09 11.22
1985 12 5 24.07 22.41 23.34 15.96 11.70 9.73 9.71
1985 12 6 25.74 23.80 26.14 18.08 14.36 12.78 12.12
1985 12 7 27.24 24.59 25.43 18.62 15.23 14.12 13.38
1985 12 8 26.88 27.41 27.11 20.39 16.24 14.26 14.09
1985 12 9 28.21 28.37 26.48 21.13 16.46 15.57 14.83
1985 12 10 28.28 27.45 26.78 20.55 17.28 16.26 15.15
1985 12 11 27.88 24.25 25.90 19.57 16.51 16.38 14.51
1985 12 12 26.01 23.57 25.49 19.41 14.81 15.93 14.62
1985 12 13 24.05 21.55 19.78 18.59 16.50 16.65 14.90
1985 12 14 22.71 22.17 22.95 18.83 17.87 16.89 15.26
1985 12 15 24.65 24.15 27.82 19.85 12.59 15.80 15.36
1985 12 16 27.83 25.19 27.95 20.17 15.39 15.71 13.65
1985 12 17 27.59 24.76 27.95 18.45 14.13 12.66 12.53
1985 12 18 27.44 26.55 28.64 19.93 13.62 15.02 12.08
1985 12 19 26.99 25.62 27.63 19.47 16.61 15.41 13.46
1985 12 20 27.62 20.38 20.17 17.37 15.93 15.51 14.29
1985 12 21 23.53 22.58 24.61 17.45 15.51 14.42 13.58
1985 12 22 27.37 23.71 26.64 17.73 15.12 12.34 13.41
1985 12 23 27.74 20.78 24.81 16.86 15.89 13.29 13.85
1985 12 24 23.33 21.19 24.95 17.73 14.96 14.95 13.68
1985 12 25 26.93 20.66 23.18 17.69 17.24 15.25 15.04
1985 12 26 26.00 22.24 23.24 18.02 16.54 14.94 12.59
1985 12 27 24.45 22.06 21.56 16.75 13.14 12.29 12.74
1985 12 28 24.62 22.47 26.07 16.99 12.79 11.21 11.54
1985 12 29 26.18 22.65 26.53 18.06 15.12 14.92 13.57
1985 12 30 26.21 24.99 26.75 19.26 16.01 15.98 14.07
1985 12 31 26.93 23.59 24.88 19.35 17.25 16.39 15.57
1986 1 1 26.91 22.36 25.79 18.79 16.44 16.19 14.50
1986 1 2 27.19 22.77 25.26 18.05 15.22 14.61 15.57
1986 1 3 25.34 24.85 23.51 18.24 13.11 12.75 13.65
1986 1 4 NaN 20.99 21.96 17.25 NaN 14.87 15.56
1986 1 5 26.30 23.23 25.92 17.69 15.17 13.48 14.36
1986 1 6 24.58 22.91 23.11 16.50 14.18 10.20 13.34
1986 1 7 25.21 24.94 24.35 18.46 13.94 13.04 11.96
1986 1 8 27.93 25.52 26.70 19.16 16.23 14.02 12.18
1986 1 9 26.78 24.07 26.39 18.94 16.03 15.03 13.52
1986 1 10 27.43 22.45 21.59 18.29 15.91 15.92 15.25
1986 1 11 26.37 22.31 23.16 18.40 15.72 15.76 14.55
1986 1 12 26.51 25.82 28.99 20.31 17.32 16.50 14.98
1986 1 13 30.08 24.74 26.92 19.80 18.24 17.28 16.43
1986 1 14 26.34 21.82 22.60 18.88 18.82 17.36 16.65
1986 1 15 26.91 24.37 26.15 20.58 17.05 17.10 16.14
1986 1 16 29.66 27.37 27.90 21.90 18.83 17.02 15.73
1986 1 17 29.75 27.31 31.72 21.45 20.56 18.48 18.43
1986 1 18 31.76 27.45 30.98 21.34 18.59 18.76 18.35
1986 1 19 27.59 21.00 23.80 17.84 17.07 13.34 16.91
1986 1 20 23.00 19.02 17.84 15.65 11.99 12.69 14.84
1986 1 21 23.15 20.44 19.20 16.71 13.93 14.26 14.56
1986 1 22 24.12 20.12 23.08 17.30 16.11 15.05 15.03
1986 1 23 25.31 23.55 21.02 18.22 15.27 14.48 15.57
1986 1 24 25.61 25.25 26.64 19.49 16.87 14.25 15.15
1986 1 25 28.74 25.77 27.62 20.55 16.75 16.71 14.60
1986 1 26 28.45 24.98 26.10 20.43 17.31 17.07 15.15
1986 1 27 28.69 26.50 26.97 21.34 18.20 17.24 15.15
1986 1 28 29.17 26.26 27.97 21.34 18.70 17.80 15.31
1986 1 29 28.49 26.96 27.79 21.41 19.70 18.45 15.49
1986 1 30 28.64 26.30 27.37 21.52 19.61 18.95 16.04
1986 1 31 29.17 25.76 25.91 21.55 18.66 18.85 16.60
1986 2 1 28.39 24.01 22.09 20.25 18.15 17.28 17.21
1986 2 2 26.14 21.86 21.10 17.42 16.11 14.49 16.26
1986 2 3 23.70 21.73 23.36 17.55 14.85 13.52 13.37
1986 2 4 24.51 22.89 24.36 18.60 15.23 14.64 13.68
1986 2 5 25.85 24.57 24.61 19.42 16.41 15.14 12.07
1986 2 6 27.02 25.94 26.18 19.98 14.97 14.80 13.68
1986 2 7 28.44 26.11 27.68 20.26 18.14 15.05 13.44
1986 2 8 27.32 25.87 25.95 20.35 17.29 16.23 15.02
1986 2 9 26.82 24.38 25.89 19.86 16.60 17.40 15.64
1986 2 10 26.87 23.45 23.29 19.46 18.09 17.22 17.35
1986 2 11 24.94 21.31 23.62 18.05 16.63 15.76 15.93
1986 2 12 23.71 20.34 18.68 17.26 15.89 15.61 16.11
1986 2 13 22.43 22.38 19.49 18.13 15.29 15.94 15.44
1986 2 14 25.66 23.91 25.19 19.56 16.66 16.43 15.57
1986 2 15 27.74 23.61 23.32 19.61 18.31 16.89 16.57
1986 2 16 27.07 24.51 24.45 19.76 18.56 17.17 16.24
1986 2 17 25.12 23.93 25.26 19.59 16.74 16.50 16.20
1986 2 18 26.47 22.46 20.85 18.24 16.10 15.54 16.30
1986 2 19 24.76 21.55 19.27 18.15 14.83 15.62 15.60
1986 2 20 24.75 24.53 24.68 19.29 16.38 15.95 15.39
1986 2 21 27.71 23.11 20.18 18.16 15.79 14.23 15.78
1986 2 22 25.33 22.73 23.17 18.51 15.45 15.94 15.52
1986 2 23 26.98 22.05 24.24 18.95 17.56 17.39 15.81
1986 2 24 23.43 22.22 23.18 19.58 16.69 17.77 15.61
1986 2 25 26.53 25.20 26.09 20.57 17.83 17.38 15.45
1986 2 26 23.75 26.47 27.01 20.43 18.40 16.73 15.81
1986 2 27 29.17 24.97 23.84 20.04 17.56 16.90 14.86
1986 2 28 26.88 24.28 25.69 19.21 16.55 15.63 15.60
1986 3 1 26.40 20.43 17.26 16.07 17.05 13.36 14.44
1986 3 2 23.79 20.40 20.27 16.37 14.16 12.82 12.96
1986 3 3 23.29 24.35 24.31 18.08 13.42 13.33 13.71
1986 3 4 25.94 22.19 21.90 17.45 14.93 12.32 13.09
1986 3 5 26.13 19.43 21.32 16.89 16.42 14.63 14.34
1986 3 6 24.40 23.28 25.57 18.07 15.92 14.75 15.88
1986 3 7 24.93 21.89 19.74 17.06 13.12 13.71 14.72
1986 3 8 23.57 20.81 20.82 17.28 14.85 14.42 15.28
1986 3 9 24.64 22.36 23.11 18.72 17.19 16.26 15.44
1986 3 10 26.84 21.27 19.89 18.77 18.17 17.02 16.14
